Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-January-2022,15.45,15.85,15.09,15.85,15.679503545106404100,785731,1429,12319872.00,425440,54.15,0.76,0.40
7-January-2022,15.60,15.60,14.90,15.10,15.246802723284730153,495578,1502,7555980.00,286620,57.84,0.70,-0.50
6-January-2022,14.90,15.59,14.66,15.28,15.108593553843510895,378365,1001,5716563.00,212448,56.15,0.93,0.38
5-January-2022,15.39,15.40,14.70,15.04,15.050826808012682636,332423,1977,5003241.00,158840,47.78,0.70,-0.35
4-January-2022,15.81,15.81,14.96,15.39,15.639853652350152784,2089545,3176,32680178.00,1490751,71.34,0.85,-0.42
3-January-2022,14.64,15.06,14.01,15.06,14.918566190917136208,585322,948,8732165.00,585322,100.00,1.05,0.42
31-December-2021,14.40,14.70,13.85,14.35,14.227206287998999016,175827,705,2501527.00,175827,100.00,0.85,-0.05
30-December-2021,14.95,14.95,14.05,14.15,14.250127338789093008,147245,566,2098260.00,147245,100.00,0.90,-0.80
29-December-2021,14.35,14.80,14.25,14.50,14.581397189117084323,353839,846,5159467.00,353839,100.00,0.55,0.15
28-December-2021,14.05,14.40,13.50,14.25,13.978411744125438226,280106,696,3915437.00,280106,100.00,0.90,0.20
27-December-2021,13.90,13.95,13.15,13.75,13.696646610352194108,153069,647,2096532.00,153069,100.00,0.80,-0.15
24-December-2021,14.15,14.15,13.25,13.65,13.557878899680407085,208703,931,2829570.00,208703,100.00,0.90,-0.50
23-December-2021,14.10,14.35,13.60,13.90,13.905154547078792210,223880,853,3113086.00,223880,100.00,0.75,-0.20
22-December-2021,13.70,13.70,13.15,13.70,13.618066224141762563,206994,591,2818858.00,206994,100.00,0.55,0.00
21-December-2021,12.80,13.35,12.75,13.05,13.192795536809722332,327658,1191,4322725.00,327658,100.00,0.60,0.25
20-December-2021,12.85,12.90,12.45,12.75,12.610841911508487986,487866,1764,6152401.00,487866,100.00,0.45,-0.10
17-December-2021,13.65,13.75,12.90,13.10,13.225288543166377036,375767,983,4969627.00,375767,100.00,0.85,-0.55
16-December-2021,14.00,14.20,13.50,13.50,13.650959947074774943,442889,1172,6045860.00,442889,100.00,0.70,-0.50
15-December-2021,14.85,15.10,14.15,14.20,14.305252525626249863,540559,1355,7732833.00,540559,100.00,0.95,-0.65
14-December-2021,15.05,15.05,14.40,14.85,14.667433195019058065,491393,1905,7207474.00,491393,100.00,0.65,-0.20
13-December-2021,15.40,15.45,14.80,15.15,15.233401573473688311,1231924,2099,18766393.00,1231924,100.00,0.65,-0.25
10-December-2021,14.75,14.75,13.65,14.75,14.467407933100935663,1728933,2369,25013179.00,1728933,100.00,1.10,0.00
9-December-2021,12.75,14.05,12.75,14.05,13.150301746416533810,1923138,2270,25289845.00,1923138,100.00,1.30,1.30
8-December-2021,13.40,13.40,13.40,13.40,13.399997368928803213,228044,1183,3055789.00,228044,100.00,0.00,0.00
7-December-2021,14.10,14.10,14.10,14.10,14.099997693425493799,130063,542,1833888.00,130063,100.00,0.00,0.00
6-December-2021,14.80,14.80,14.80,14.80,14.799997574258026173,247347,536,3660735.00,247347,100.00,0.00,0.00
3-December-2021,15.55,15.55,15.55,15.55,15.549996882501480811,128308,566,1995189.00,128308,100.00,0.00,0.00
2-December-2021,16.35,16.35,16.35,16.35,16.349995485191427883,132896,556,2172849.00,132896,100.00,0.00,0.00
1-December-2021,17.20,17.20,17.20,17.20,17.199998644490531766,147546,482,2537791.00,147546,100.00,0.00,0.00
30-November-2021,18.10,18.10,18.10,18.10,18.100000000000000000,88460,560,1601126.00,88460,100.00,0.00,0.00
29-November-2021,20.90,20.90,19.05,19.05,19.385956740879333889,504541,1227,9781010.00,504541,100.00,1.85,-1.85
26-November-2021,20.05,20.05,20.05,20.05,20.049997731774810603,330655,833,6629632.00,330655,100.00,0.00,0.00
25-November-2021,19.10,19.10,19.10,19.10,19.099996120572603483,128885,220,2461703.00,128885,100.00,0.00,0.00
24-November-2021,18.20,18.20,17.75,18.20,18.187778573243112168,86602,365,1575098.00,86602,100.00,0.45,0.00
23-November-2021,16.30,17.35,16.10,17.35,16.896132729807410977,116206,473,1963432.00,116206,100.00,1.25,1.05
22-November-2021,17.30,17.35,16.30,16.55,16.588648041583430235,201234,786,3338200.00,201234,100.00,1.05,-0.75
18-November-2021,18.30,18.30,17.10,17.10,17.196526934581099890,270136,982,4645401.00,270136,100.00,1.20,-1.20
17-November-2021,18.40,18.50,18.00,18.00,18.174019214658752651,112206,556,2039234.00,112206,100.00,0.50,-0.40
16-November-2021,18.20,18.90,18.20,18.45,18.616370859295605489,97417,764,1813551.00,97417,100.00,0.70,0.25
15-November-2021,18.80,19.30,18.10,18.45,18.476688020780130459,68527,466,1266152.00,68527,100.00,1.20,-0.35
12-November-2021,19.20,19.30,18.40,18.75,18.756086879026303058,196365,862,3683039.00,196365,100.00,0.90,-0.45
11-November-2021,19.25,19.60,18.35,18.90,18.972903676445534771,117396,687,2227343.00,117396,100.00,1.25,-0.35
10-November-2021,18.75,19.25,18.75,18.90,19.019417975791913468,135905,923,2584834.00,135905,100.00,0.50,0.15
9-November-2021,19.30,19.60,18.90,19.25,19.238439921145192313,166889,963,3210684.00,166889,100.00,0.70,-0.05
8-November-2021,19.80,20.00,19.05,19.30,19.393795180043530725,88673,846,1719706.00,88673,100.00,0.95,-0.50
4-November-2021,19.65,20.10,19.10,19.75,19.734372074639595598,48071,316,948651.00,48071,100.00,1.00,0.10
3-November-2021,19.90,19.90,19.05,19.20,19.346173674394626313,131902,788,2551799.00,131902,100.00,0.85,-0.70
2-November-2021,18.85,19.40,18.60,19.40,19.265111733360222768,128923,521,2483716.00,128923,100.00,0.80,0.55
1-November-2021,18.80,18.80,18.10,18.50,18.483527270496329168,48899,465,903826.00,48899,100.00,0.70,-0.30
29-October-2021,17.95,18.70,17.60,18.10,18.190982878074409423,203657,1230,3704721.00,203657,100.00,1.10,0.15
28-October-2021,18.85,18.85,18.35,18.45,18.548652384588130205,200391,1346,3716983.00,200391,100.00,0.50,-0.40
27-October-2021,19.60,19.90,19.00,19.30,19.430420663205720356,132719,639,2578786.00,132719,100.00,0.90,-0.30
26-October-2021,19.00,19.60,18.70,19.35,19.266825924721593524,310607,785,5984411.00,310607,100.00,0.90,0.35
25-October-2021,19.60,20.50,18.65,18.70,19.128221478540542804,214847,902,4109641.00,214847,100.00,1.85,-0.90
22-October-2021,19.85,20.50,19.40,19.60,19.889992844993423392,233403,1171,4642384.00,233403,100.00,1.10,-0.25
21-October-2021,20.00,21.00,19.05,20.00,20.126325605961822548,242342,1287,4877454.00,242342,100.00,1.95,0.00
20-October-2021,20.15,21.00,19.95,20.00,20.078827031211555656,333274,1812,6691751.00,333274,100.00,1.05,-0.15
19-October-2021,22.30,22.55,20.90,21.00,21.370420116632946257,294085,1761,6284720.00,294085,100.00,1.65,-1.30
18-October-2021,22.60,22.60,21.80,21.95,22.093376103770339317,313924,1064,6935641.00,313924,100.00,0.80,-0.65
14-October-2021,23.20,23.20,22.00,22.05,22.348143679323216776,291733,1105,6519691.00,291733,100.00,1.20,-1.15
13-October-2021,22.50,23.45,22.40,22.95,22.685241606667490368,712232,2593,16157155.00,712232,100.00,1.05,0.45
12-October-2021,24.20,24.75,23.55,23.55,23.818472284544977807,369938,1384,8811358.00,369938,100.00,1.20,-0.65
11-October-2021,24.00,25.55,23.40,24.75,24.725174087513940271,1921591,4704,47511672.00,671247,34.93,2.15,0.75
8-October-2021,24.00,24.35,22.95,23.40,23.568870755424140268,1252687,3167,29524418.00,542690,43.32,1.40,-0.60
7-October-2021,21.35,22.75,20.90,22.75,22.377116238181665110,2043012,2186,45716717.00,1397091,68.38,1.85,1.40
6-October-2021,21.30,21.45,20.50,20.70,21.062362644465703131,618832,1579,13034064.00,258182,41.72,0.95,-0.60
5-October-2021,21.35,21.65,20.70,20.95,21.076623193973738011,583048,1581,12288683.00,280011,48.03,0.95,-0.40
4-October-2021,21.30,21.60,20.95,21.15,21.294267059259690480,326377,899,6949959.00,180561,55.32,0.65,-0.15
1-October-2021,21.55,21.55,20.85,20.95,21.127677302357496446,530478,1696,11207768.00,318714,60.08,0.70,-0.60
30-September-2021,22.22,22.47,21.60,21.67,21.863479489701355281,563278,1770,12315217.00,289897,51.47,0.87,-0.55
29-September-2021,21.00,22.21,20.67,22.21,22.045340469345106952,1833704,2925,40424629.00,918512,50.09,1.54,1.21
28-September-2021,22.25,22.25,20.83,21.16,21.426858841017721076,811971,2548,17397988.00,406584,50.07,1.42,-1.09
27-September-2021,22.10,22.29,21.28,21.92,21.933569448623659092,940501,1957,20628544.00,461190,49.04,1.01,-0.18
24-September-2021,21.40,21.95,20.30,21.37,21.129628014989279308,1066629,3334,22537474.00,316243,29.65,1.65,-0.03
23-September-2021,21.48,21.69,20.97,21.16,21.521112991374709574,1425923,2108,30687450.00,853467,59.85,0.72,-0.32
22-September-2021,19.80,20.83,19.66,20.66,20.190206068088787118,557243,1123,11250851.00,258849,46.45,1.17,0.86
21-September-2021,20.92,20.92,19.62,19.84,19.856757037266018698,1339263,2480,26593420.00,754109,56.31,1.30,-1.08
20-September-2021,21.00,22.10,20.40,20.65,21.521841974068953812,1696962,3203,36521748.00,704818,41.53,1.70,-0.35
17-September-2021,22.98,22.98,20.80,21.05,21.815551231552280830,3148831,6826,68693484.00,1806990,57.39,2.18,-1.93
16-September-2021,21.89,21.89,20.35,21.89,21.760897382402848479,4241982,3403,92309335.00,2175900,51.29,1.54,0.00
15-September-2021,20.85,20.85,20.85,20.85,20.849997870951258977,281816,695,5875863.00,281816,100.00,0.00,0.00
14-September-2021,19.86,19.86,19.86,19.86,19.859999586462861780,386906,696,7683953.00,386906,100.00,0.00,0.00
13-September-2021,18.92,18.92,18.92,18.92,18.919997246921068366,232467,593,4398275.00,232467,100.00,0.00,0.00
9-September-2021,17.90,18.02,17.53,18.02,17.866751692870323210,958136,1462,17118778.00,766511,80.00,0.49,0.12
8-September-2021,16.65,17.17,16.40,17.17,17.091930199089243354,981821,1528,16781216.00,754670,76.86,0.77,0.52
7-September-2021,15.60,16.36,14.82,16.36,15.841714197488709883,673598,2193,10670947.00,431285,64.03,1.54,0.76
6-September-2021,15.00,15.59,14.89,15.59,15.323886148481182469,576962,1082,8841300.00,298157,51.68,0.70,0.59
3-September-2021,15.00,15.54,14.63,14.85,15.158700178145993861,652274,1639,9887626.00,306945,47.06,0.91,-0.15
